id,name,org_id,type,species,age,status,publish_date,status_changed_date,shots_current,org_name
45744961,Drummel,TX113,Scales_Fins_Other,Snake,Adult,adoptable,2019-08-26T02:50:39+0000,2019-08-26T02:50:39+0000,FALSE,Pets_Are_Us_Rescue
45744952,Red_tails,TX113,Scales_Fins_Other,Snake,Adult,adoptable,2019-08-26T02:44:56+0000,2019-08-26T02:44:56+0000,FALSE,Pets_Are_Us_Rescue
45744931,Ball_python_variety,TX113,Scales_Fins_Other,Snake,Adult,adoptable,2019-08-26T02:37:53+0000,2019-08-26T02:37:53+0000,FALSE,Pets_Are_Us_Rescue
45742806,Six_pack_puppies,TX113,Dog,Dog,Baby,adoptable,2019-08-25T20:46:49+0000,2019-08-25T20:46:49+0000,FALSE,Pets_Are_Us_Rescue
45739924,Bonnie_Chihuahua_Poodle_Shih_Tzu_mix,TX1193,Dog,Dog,Adult,adoptable,2019-08-25T13:51:17+0000,2019-08-25T13:51:17+0000,TRUE,Pawed_Squad
45734922,Ivan,TX633,Dog,Dog,Baby,adoptable,2019-08-24T19:34:23+0000,2019-08-24T19:34:23+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45734900,Popeye,TX633,Dog,Dog,Adult,adoptable,2019-08-24T19:23:14+0000,2019-08-24T19:23:14+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45734830,Orville,TX633,Dog,Dog,Young,adoptable,2019-08-24T19:18:12+0000,2019-08-24T19:18:12+0000,FALSE,Friends_of_the_Bowie_Animal_Shelter
45734659,Sandi,TX633,Dog,Dog,Senior,adoptable,2019-08-24T19:10:43+0000,2019-08-24T19:10:43+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45734495,Sally,TX633,Dog,Dog,Adult,adoptable,2019-08-24T18:53:44+0000,2019-08-24T18:53:44+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45734458,Aurora,TX633,Dog,Dog,Adult,adoptable,2019-08-24T18:49:16+0000,2019-08-24T18:49:16+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45734442,Elias,TX633,Dog,Dog,Adult,adoptable,2019-08-24T18:42:41+0000,2019-08-24T18:42:41+0000,TRUE,Friends_of_the_Bowie_Animal_Shelter
45733442,Miles,TX1772,Cat,Cat,Baby,adoptable,2019-08-24T17:01:52+0000,2019-08-24T17:01:52+0000,TRUE,BCS_Spay
